loan_id,customer_id,loan_type,loan_amount,start_date,term_months,interest_rate,status
LOAN413878,CUST000471,Personal,93875,3/4/2025,24,12,Active
LOAN413879,CUST039769,Personal,227605,4/21/2025,24,12,Active
LOAN413880,CUST021760,Home,1381351,9/13/2025,60,7.5,Active
LOAN413881,CUST042003,Car,1029590,5/8/2025,36,9.5,Active
LOAN413882,CUST025141,Home,1342509,11/13/2025,60,7.5,Active
LOAN413883,CUST011344,Personal,50984,11/22/2025,24,12,Active
LOAN413884,CUST010628,Home,3999893,11/9/2025,60,7.5,Active
LOAN413885,CUST001884,Car,1155963,9/5/2025,36,9.5,Active
LOAN413886,CUST001107,Car,923301,9/9/2025,36,9.5,Active
LOAN413887,CUST035276,Personal,73138,10/5/2025,24,12,Active
LOAN413888,CUST045181,Car,1451708,5/29/2025,36,9.5,Active
LOAN413889,CUST024642,Car,1035157,7/22/2025,36,9.5,Active
LOAN413890,CUST013402,Personal,430044,7/24/2025,24,12,Active
LOAN413891,CUST017306,Home,2761650,7/23/2025,60,7.5,Active
LOAN413892,CUST019685,Car,1320175,4/11/2025,36,9.5,Active
LOAN413893,CUST000905,Home,4744651,4/30/2025,60,7.5,Active
LOAN413894,CUST043101,Car,480556,12/13/2025,36,9.5,Active
LOAN413895,CUST037385,Personal,227355,12/6/2025,24,12,Active
LOAN413896,CUST039581,Personal,240915,9/4/2025,24,12,Active
LOAN413897,CUST046761,Personal,100678,5/29/2025,24,12,Active
LOAN413898,CUST032700,Home,3060596,6/2/2025,60,7.5,Active
LOAN413899,CUST005009,Personal,346922,12/14/2025,24,12,Active
LOAN413900,CUST041835,Personal,432493,11/5/2025,24,12,Active
LOAN413901,CUST046532,Home,4214072,5/21/2025,60,7.5,Active
LOAN413902,CUST010534,Personal,178954,8/5/2025,24,12,Active
LOAN413903,CUST033095,Car,1167557,4/15/2025,36,9.5,Active
LOAN413904,CUST048593,Personal,284672,7/23/2025,24,12,Active
LOAN413905,CUST005473,Car,1191053,2/11/2025,36,9.5,Active
LOAN413906,CUST015653,Car,839951,7/31/2025,36,9.5,Active
LOAN413907,CUST047169,Personal,166926,2/16/2025,24,12,Active
LOAN413908,CUST039352,Home,2901404,8/19/2025,60,7.5,Active
LOAN413909,CUST037996,Personal,349217,11/20/2025,24,12,Active
LOAN413910,CUST046286,Car,440564,2/19/2025,36,9.5,Active
LOAN413911,CUST049050,Car,399688,4/15/2025,36,9.5,Active
LOAN413912,CUST003065,Car,1286289,1/18/2025,36,9.5,Active
LOAN413913,CUST045188,Car,525304,3/16/2025,36,9.5,Active
LOAN413914,CUST038262,Personal,271838,11/13/2025,24,12,Active
LOAN413915,CUST020661,Home,2836916,1/24/2025,60,7.5,Closed
LOAN413916,CUST034401,Personal,324872,4/25/2025,24,12,Active
LOAN413917,CUST002642,Car,1131834,8/9/2025,36,9.5,Active
LOAN413918,CUST014579,Personal,354172,8/1/2025,24,12,Active
LOAN413919,CUST034128,Car,708901,6/25/2025,36,9.5,Active
LOAN413920,CUST017712,Personal,101854,5/31/2025,24,12,Active
LOAN413921,CUST035904,Home,4705170,10/22/2025,60,7.5,Active
LOAN413922,CUST033686,Car,426561,3/17/2025,36,9.5,Active
LOAN413923,CUST028878,Personal,482643,6/8/2025,24,12,Active
LOAN413924,CUST048162,Personal,216181,9/13/2025,24,12,Active
LOAN413925,CUST006206,Personal,181861,10/27/2025,24,12,Closed
LOAN413926,CUST001979,Personal,361704,8/7/2025,24,12,Active
LOAN413927,CUST025139,Car,1325681,1/13/2025,36,9.5,Active
LOAN413928,CUST021977,Personal,186916,5/14/2025,24,12,Active
LOAN413929,CUST013576,Car,771574,10/21/2025,36,9.5,Active
LOAN413930,CUST005520,Home,2035129,11/4/2025,60,7.5,Active
LOAN413931,CUST015890,Car,362777,6/28/2025,36,9.5,Active
LOAN413932,CUST036753,Home,1322396,8/12/2025,60,7.5,Active
LOAN413933,CUST047918,Car,1129711,5/23/2025,36,9.5,Closed
LOAN413934,CUST007048,Personal,192505,9/20/2025,24,12,Active
LOAN413935,CUST016136,Personal,495728,10/28/2025,24,12,Active
LOAN413936,CUST028417,Car,1235614,4/7/2025,36,9.5,Active
LOAN413937,CUST031169,Personal,349231,10/19/2025,24,12,Active
LOAN413938,CUST046990,Home,3707135,1/21/2025,60,7.5,Active
LOAN413939,CUST049162,Home,989863,7/4/2025,60,7.5,Active
LOAN413940,CUST033537,Home,4641796,9/9/2025,60,7.5,Active
LOAN413941,CUST045300,Home,1441218,8/11/2025,60,7.5,Active
LOAN413942,CUST031336,Personal,291897,9/15/2025,24,12,Active
LOAN413943,CUST014351,Personal,428096,9/8/2025,24,12,Active
LOAN413944,CUST004440,Personal,278631,5/31/2025,24,12,Active
LOAN413945,CUST031547,Car,557564,9/6/2025,36,9.5,Closed
LOAN413946,CUST035048,Home,1810156,7/8/2025,60,7.5,Active
LOAN413947,CUST010085,Home,1007966,6/29/2025,60,7.5,Active
LOAN413948,CUST019865,Home,808649,1/15/2025,60,7.5,Active
LOAN413949,CUST026048,Car,1034422,7/12/2025,36,9.5,Active
LOAN413950,CUST046925,Personal,219567,12/8/2025,24,12,Active
LOAN413951,CUST028266,Personal,454633,2/21/2025,24,12,Active
LOAN413952,CUST025704,Home,4368854,8/2/2025,60,7.5,Active
LOAN413953,CUST015819,Personal,282811,11/11/2025,24,12,Active
LOAN413954,CUST030783,Home,3644966,4/10/2025,60,7.5,Active
LOAN413955,CUST044088,Car,795407,12/5/2025,36,9.5,Active
LOAN413956,CUST008841,Home,2371702,2/12/2025,60,7.5,Active
LOAN413957,CUST006882,Home,2833847,9/22/2025,60,7.5,Active
LOAN413958,CUST028198,Personal,239285,11/17/2025,24,12,Active
LOAN413959,CUST045820,Home,3448353,8/9/2025,60,7.5,Active
LOAN413960,CUST002010,Personal,430175,3/26/2025,24,12,Active
LOAN413961,CUST043288,Car,541945,3/16/2025,36,9.5,Active
LOAN413962,CUST030100,Personal,400416,6/15/2025,24,12,Active
LOAN413963,CUST034571,Personal,161232,11/27/2025,24,12,Active
LOAN413964,CUST039174,Personal,160762,5/15/2025,24,12,Active
LOAN413965,CUST001743,Car,895249,5/7/2025,36,9.5,Active
LOAN413966,CUST048046,Personal,247096,5/28/2025,24,12,Active
LOAN413967,CUST023267,Car,751058,4/30/2025,36,9.5,Active
LOAN413968,CUST029002,Personal,213626,6/11/2025,24,12,Active
LOAN413969,CUST011619,Home,3739894,3/15/2025,60,7.5,Active
LOAN413970,CUST021131,Personal,65860,6/8/2025,24,12,Active
LOAN413971,CUST027431,Car,921532,10/16/2025,36,9.5,Active
LOAN413972,CUST038677,Car,830120,7/13/2025,36,9.5,Active
LOAN413973,CUST014222,Personal,197627,5/7/2025,24,12,Active
LOAN413974,CUST001204,Home,1967853,4/10/2025,60,7.5,Active
LOAN413975,CUST017685,Personal,235625,8/26/2025,24,12,Active
LOAN413976,CUST031496,Home,4706376,4/12/2025,60,7.5,Closed
LOAN413977,CUST028373,Home,1139355,8/25/2025,60,7.5,Active
LOAN413978,CUST017287,Home,4251835,7/30/2025,60,7.5,Active
LOAN413979,CUST045439,Home,2360100,8/13/2025,60,7.5,Active
LOAN413980,CUST029505,Car,1496807,2/11/2025,36,9.5,Active
LOAN413981,CUST031602,Personal,200815,12/14/2025,24,12,Closed
LOAN413982,CUST029904,Car,1368465,8/13/2025,36,9.5,Closed
LOAN413983,CUST008653,Personal,342385,9/24/2025,24,12,Active
LOAN413984,CUST026758,Personal,142245,12/12/2025,24,12,Active
LOAN413985,CUST047530,Car,408642,5/23/2025,36,9.5,Active
LOAN413986,CUST047440,Personal,299263,4/2/2025,24,12,Active
LOAN413987,CUST044217,Home,2219503,11/2/2025,60,7.5,Active
LOAN413988,CUST009684,Personal,330773,3/30/2025,24,12,Closed
LOAN413989,CUST000402,Personal,91570,5/11/2025,24,12,Active
LOAN413990,CUST039547,Car,376987,8/19/2025,36,9.5,Active
LOAN413991,CUST017094,Personal,72054,3/9/2025,24,12,Active
LOAN413992,CUST048552,Personal,465415,10/7/2025,24,12,Active
LOAN413993,CUST007143,Car,997429,1/16/2025,36,9.5,Active
LOAN413994,CUST047140,Car,331416,8/30/2025,36,9.5,Active
LOAN413995,CUST024077,Home,3201020,11/1/2025,60,7.5,Active
LOAN413996,CUST008003,Car,395145,10/3/2025,36,9.5,Active
LOAN413997,CUST025795,Personal,62489,7/17/2025,24,12,Active
LOAN413998,CUST004591,Personal,294457,9/2/2025,24,12,Active
LOAN413999,CUST041804,Car,1498837,4/14/2025,36,9.5,Active
LOAN414000,CUST035277,Home,1030502,5/24/2025,60,7.5,Active
LOAN414001,CUST016748,Personal,227804,5/15/2025,24,12,Active
LOAN414002,CUST007340,Car,1393046,8/25/2025,36,9.5,Active
LOAN414003,CUST024481,Car,1247958,6/1/2025,36,9.5,Active
LOAN414004,CUST021854,Car,686518,11/21/2025,36,9.5,Active
LOAN414005,CUST049791,Car,371457,2/6/2025,36,9.5,Closed
LOAN414006,CUST027347,Car,1288308,3/26/2025,36,9.5,Active
LOAN414007,CUST046659,Car,1224716,7/25/2025,36,9.5,Active
LOAN414008,CUST048017,Home,4856863,10/7/2025,60,7.5,Active
LOAN414009,CUST005665,Home,3202462,2/15/2025,60,7.5,Active
LOAN414010,CUST049559,Personal,359513,1/19/2025,24,12,Active
LOAN414011,CUST040384,Personal,333132,2/17/2025,24,12,Active
LOAN414012,CUST010069,Home,1505098,8/22/2025,60,7.5,Active
LOAN414013,CUST025568,Personal,113654,9/19/2025,24,12,Active
LOAN414014,CUST024871,Personal,151555,11/8/2025,24,12,Active
LOAN414015,CUST044025,Personal,180215,5/21/2025,24,12,Active
LOAN414016,CUST046818,Personal,51229,11/13/2025,24,12,Active
LOAN414017,CUST005824,Home,1820884,6/28/2025,60,7.5,Active
LOAN414018,CUST008941,Car,824116,3/2/2025,36,9.5,Active
LOAN414019,CUST012204,Home,2622479,8/16/2025,60,7.5,Active
LOAN414020,CUST025344,Car,1249702,7/6/2025,36,9.5,Active
LOAN414021,CUST017827,Personal,425519,3/28/2025,24,12,Active
LOAN414022,CUST031670,Car,1437754,7/21/2025,36,9.5,Active
LOAN414023,CUST032360,Home,3664555,11/23/2025,60,7.5,Active
LOAN414024,CUST016018,Home,881397,4/1/2025,60,7.5,Active
LOAN414025,CUST005253,Personal,481512,11/25/2025,24,12,Active
LOAN414026,CUST019140,Car,822010,9/26/2025,36,9.5,Active
LOAN414027,CUST003695,Car,679543,1/18/2025,36,9.5,Active
LOAN414028,CUST033307,Personal,422852,11/29/2025,24,12,Active
LOAN414029,CUST021565,Personal,75458,4/27/2025,24,12,Active
LOAN414030,CUST018384,Home,2981918,4/11/2025,60,7.5,Active
LOAN414031,CUST008538,Personal,220857,10/22/2025,24,12,Active
LOAN414032,CUST041950,Home,540979,2/6/2025,60,7.5,Active
LOAN414033,CUST020847,Home,719275,5/28/2025,60,7.5,Active
LOAN414034,CUST005486,Car,452532,12/1/2025,36,9.5,Active
LOAN414035,CUST044460,Car,700867,4/30/2025,36,9.5,Active
LOAN414036,CUST027805,Home,3941018,4/9/2025,60,7.5,Active
LOAN414037,CUST004132,Personal,411890,4/23/2025,24,12,Closed
LOAN414038,CUST039175,Home,3921775,4/15/2025,60,7.5,Active
LOAN414039,CUST037882,Home,1097751,5/19/2025,60,7.5,Active
LOAN414040,CUST008829,Car,300700,12/11/2025,36,9.5,Active
LOAN414041,CUST001568,Home,573982,10/22/2025,60,7.5,Active
LOAN414042,CUST005383,Personal,58939,6/12/2025,24,12,Active
LOAN414043,CUST026387,Home,2687511,8/13/2025,60,7.5,Closed
LOAN414044,CUST014482,Car,950111,12/13/2025,36,9.5,Active
LOAN414045,CUST037976,Car,1349270,3/24/2025,36,9.5,Active
LOAN414046,CUST032986,Home,527454,1/17/2025,60,7.5,Active
LOAN414047,CUST027427,Car,1181963,1/17/2025,36,9.5,Active
LOAN414048,CUST041163,Car,1200547,4/23/2025,36,9.5,Active
LOAN414049,CUST035698,Personal,449098,6/10/2025,24,12,Active
LOAN414050,CUST047370,Personal,75489,8/28/2025,24,12,Active
LOAN414051,CUST005742,Personal,331894,3/22/2025,24,12,Active
LOAN414052,CUST047214,Car,1475809,6/11/2025,36,9.5,Active
LOAN414053,CUST003939,Personal,335127,7/28/2025,24,12,Active
LOAN414054,CUST016392,Home,700933,3/17/2025,60,7.5,Active
LOAN414055,CUST010413,Car,925398,4/12/2025,36,9.5,Closed
LOAN414056,CUST033484,Home,2382717,1/21/2025,60,7.5,Active
LOAN414057,CUST048281,Personal,262108,2/17/2025,24,12,Active
LOAN414058,CUST032795,Home,1149595,2/21/2025,60,7.5,Active
LOAN414059,CUST025191,Personal,308153,11/17/2025,24,12,Active
LOAN414060,CUST014479,Personal,355385,5/1/2025,24,12,Active
LOAN414061,CUST007500,Home,4318705,4/15/2025,60,7.5,Active
LOAN414062,CUST018219,Car,1047578,7/5/2025,36,9.5,Closed
LOAN414063,CUST012524,Home,2458900,8/25/2025,60,7.5,Active
LOAN414064,CUST020741,Personal,392356,6/11/2025,24,12,Active
LOAN414065,CUST037383,Personal,185774,7/8/2025,24,12,Active
LOAN414066,CUST026559,Car,608182,11/12/2025,36,9.5,Active
LOAN414067,CUST032502,Home,4458053,9/3/2025,60,7.5,Active
LOAN414068,CUST035218,Home,4740819,11/18/2025,60,7.5,Active
LOAN414069,CUST012843,Home,1169272,4/28/2025,60,7.5,Active
LOAN414070,CUST018636,Home,2897970,12/3/2025,60,7.5,Active
LOAN414071,CUST032873,Personal,224513,6/29/2025,24,12,Active
LOAN414072,CUST005157,Personal,158294,4/4/2025,24,12,Active
LOAN414073,CUST010312,Personal,466275,10/24/2025,24,12,Active
LOAN414074,CUST025858,Car,1444349,8/13/2025,36,9.5,Active
LOAN414075,CUST035193,Personal,298837,5/21/2025,24,12,Active
LOAN414076,CUST036277,Personal,370329,5/30/2025,24,12,Active
LOAN414077,CUST012129,Personal,140693,10/14/2025,24,12,Active
LOAN414078,CUST017915,Home,2568767,4/24/2025,60,7.5,Active
LOAN414079,CUST035244,Home,4043261,8/2/2025,60,7.5,Active
LOAN414080,CUST017888,Home,2830752,10/30/2025,60,7.5,Active
LOAN414081,CUST043422,Personal,409454,9/15/2025,24,12,Active
LOAN414082,CUST038379,Car,331539,12/14/2025,36,9.5,Active
LOAN414083,CUST042871,Home,4359746,4/8/2025,60,7.5,Active
LOAN414084,CUST045980,Car,1333813,11/4/2025,36,9.5,Active
LOAN414085,CUST009869,Personal,109758,7/21/2025,24,12,Active
LOAN414086,CUST022551,Home,4277586,5/28/2025,60,7.5,Closed
LOAN414087,CUST007599,Personal,308061,5/12/2025,24,12,Active
LOAN414088,CUST006290,Home,4804583,7/26/2025,60,7.5,Active
LOAN414089,CUST001634,Home,3039525,4/22/2025,60,7.5,Active
LOAN414090,CUST013893,Home,3831071,8/9/2025,60,7.5,Active
LOAN414091,CUST011533,Car,720734,3/11/2025,36,9.5,Active
LOAN414092,CUST000921,Personal,82949,6/17/2025,24,12,Active
LOAN414093,CUST014756,Home,528316,8/14/2025,60,7.5,Active
LOAN414094,CUST048936,Personal,426786,8/5/2025,24,12,Active
LOAN414095,CUST010361,Car,778906,8/23/2025,36,9.5,Active
LOAN414096,CUST000119,Car,707870,5/26/2025,36,9.5,Active
LOAN414097,CUST016319,Personal,242467,4/8/2025,24,12,Active
LOAN414098,CUST035691,Home,2337152,3/2/2025,60,7.5,Active
LOAN414099,CUST016579,Personal,227399,1/28/2025,24,12,Closed
LOAN414100,CUST025535,Home,3072515,7/12/2025,60,7.5,Active
LOAN414101,CUST043867,Home,2204755,4/22/2025,60,7.5,Active
LOAN414102,CUST007290,Car,770948,2/7/2025,36,9.5,Active
LOAN414103,CUST046469,Home,2406031,7/14/2025,60,7.5,Active
LOAN414104,CUST022487,Personal,92392,10/5/2025,24,12,Active
LOAN414105,CUST032653,Personal,75452,4/1/2025,24,12,Active
LOAN414106,CUST040804,Home,2872497,7/25/2025,60,7.5,Active
LOAN414107,CUST043797,Car,1337567,3/2/2025,36,9.5,Active
LOAN414108,CUST006515,Home,3049995,10/26/2025,60,7.5,Active
LOAN414109,CUST006598,Home,1219067,12/10/2025,60,7.5,Active
LOAN414110,CUST041038,Personal,422186,11/25/2025,24,12,Active
LOAN414111,CUST048734,Car,1365421,8/17/2025,36,9.5,Active
LOAN414112,CUST023896,Home,1357172,10/30/2025,60,7.5,Active
LOAN414113,CUST000101,Car,768887,2/24/2025,36,9.5,Active
LOAN414114,CUST000456,Car,310953,5/10/2025,36,9.5,Active
LOAN414115,CUST000076,Home,3273861,5/11/2025,60,7.5,Active
LOAN414116,CUST046661,Car,1345337,3/5/2025,36,9.5,Closed
LOAN414117,CUST048220,Home,2903737,2/19/2025,60,7.5,Active
LOAN414118,CUST009326,Personal,469633,9/7/2025,24,12,Active
LOAN414119,CUST042475,Car,892670,10/13/2025,36,9.5,Active
LOAN414120,CUST030158,Car,852407,6/25/2025,36,9.5,Active
LOAN414121,CUST042151,Car,1256055,11/15/2025,36,9.5,Active
LOAN414122,CUST004699,Home,4491429,8/10/2025,60,7.5,Active
LOAN414123,CUST008109,Car,974056,6/22/2025,36,9.5,Active
LOAN414124,CUST045211,Home,1422563,7/23/2025,60,7.5,Closed
LOAN414125,CUST045446,Personal,109573,12/10/2025,24,12,Active
LOAN414126,CUST012879,Car,1014295,3/10/2025,36,9.5,Active
LOAN414127,CUST003975,Home,904779,7/6/2025,60,7.5,Active
LOAN414128,CUST007538,Personal,212556,6/21/2025,24,12,Active
LOAN414129,CUST003924,Personal,489363,4/19/2025,24,12,Active
LOAN414130,CUST007669,Home,1447596,10/21/2025,60,7.5,Active
LOAN414131,CUST011839,Home,1275253,3/22/2025,60,7.5,Active
LOAN414132,CUST014245,Home,986362,10/30/2025,60,7.5,Active
LOAN414133,CUST008876,Home,3204899,3/6/2025,60,7.5,Active
LOAN414134,CUST025893,Personal,76431,10/21/2025,24,12,Active
LOAN414135,CUST047737,Personal,251415,9/14/2025,24,12,Active
LOAN414136,CUST010928,Home,4929084,10/23/2025,60,7.5,Active
LOAN414137,CUST038809,Home,3807527,2/15/2025,60,7.5,Active
LOAN414138,CUST002406,Personal,297220,6/5/2025,24,12,Active
LOAN414139,CUST031912,Car,423557,3/31/2025,36,9.5,Active
LOAN414140,CUST003212,Personal,280944,5/2/2025,24,12,Active
LOAN414141,CUST009727,Home,3441908,11/16/2025,60,7.5,Active
LOAN414142,CUST009152,Home,531409,8/12/2025,60,7.5,Active
LOAN414143,CUST038064,Home,4852735,7/30/2025,60,7.5,Active
LOAN414144,CUST043378,Car,841675,9/18/2025,36,9.5,Active
LOAN414145,CUST007748,Car,971428,5/30/2025,36,9.5,Active
LOAN414146,CUST006693,Personal,299458,5/9/2025,24,12,Active
LOAN414147,CUST022882,Car,1319207,10/1/2025,36,9.5,Active
LOAN414148,CUST016167,Personal,494091,11/4/2025,24,12,Active
LOAN414149,CUST010700,Home,4792931,9/19/2025,60,7.5,Active
LOAN414150,CUST042069,Personal,469487,4/17/2025,24,12,Active
LOAN414151,CUST032967,Home,4306354,1/17/2025,60,7.5,Active
LOAN414152,CUST017800,Car,569064,7/18/2025,36,9.5,Active
LOAN414153,CUST027292,Car,1392467,8/13/2025,36,9.5,Active
LOAN414154,CUST003855,Home,4856580,9/17/2025,60,7.5,Active
LOAN414155,CUST046449,Car,335981,6/7/2025,36,9.5,Active
LOAN414156,CUST018781,Home,1953534,9/9/2025,60,7.5,Active
LOAN414157,CUST043396,Home,4657770,1/13/2025,60,7.5,Active
LOAN414158,CUST023851,Home,643412,10/6/2025,60,7.5,Active
LOAN414159,CUST030906,Car,327312,12/3/2025,36,9.5,Active
LOAN414160,CUST024176,Home,1895546,5/6/2025,60,7.5,Active
LOAN414161,CUST015089,Personal,481922,2/16/2025,24,12,Closed
LOAN414162,CUST044957,Car,893646,10/21/2025,36,9.5,Active
LOAN414163,CUST037457,Car,387029,1/27/2025,36,9.5,Active
LOAN414164,CUST044688,Home,549520,6/29/2025,60,7.5,Active
LOAN414165,CUST037145,Home,3329539,2/23/2025,60,7.5,Active
LOAN414166,CUST006477,Home,3939333,10/20/2025,60,7.5,Active
LOAN414167,CUST003375,Personal,272426,2/9/2025,24,12,Closed
LOAN414168,CUST018074,Personal,280236,6/28/2025,24,12,Active
LOAN414169,CUST043905,Personal,112026,2/3/2025,24,12,Active
LOAN414170,CUST031358,Personal,184453,2/21/2025,24,12,Active
LOAN414171,CUST001940,Personal,131936,3/4/2025,24,12,Active
LOAN414172,CUST023258,Car,733847,12/5/2025,36,9.5,Active
LOAN414173,CUST016638,Personal,289543,2/13/2025,24,12,Active
LOAN414174,CUST034678,Car,817683,11/17/2025,36,9.5,Active
LOAN414175,CUST008839,Car,1027970,11/28/2025,36,9.5,Active
LOAN414176,CUST008803,Home,3831072,6/8/2025,60,7.5,Active
LOAN414177,CUST027836,Car,442381,10/27/2025,36,9.5,Active
LOAN414178,CUST009055,Car,1012904,2/9/2025,36,9.5,Active
LOAN414179,CUST048951,Personal,70285,2/26/2025,24,12,Active
LOAN414180,CUST013344,Car,1442179,6/27/2025,36,9.5,Closed
LOAN414181,CUST048245,Car,1427282,12/7/2025,36,9.5,Active
LOAN414182,CUST030635,Car,1232348,10/2/2025,36,9.5,Active
LOAN414183,CUST046025,Home,4363914,2/26/2025,60,7.5,Active
LOAN414184,CUST038030,Personal,485175,7/28/2025,24,12,Active
LOAN414185,CUST026828,Car,368153,10/23/2025,36,9.5,Active
LOAN414186,CUST018766,Personal,52064,4/26/2025,24,12,Active
LOAN414187,CUST020448,Home,3625283,2/2/2025,60,7.5,Active
LOAN414188,CUST040087,Home,2504752,10/20/2025,60,7.5,Active
LOAN414189,CUST027397,Home,4701276,10/12/2025,60,7.5,Active
LOAN414190,CUST023568,Home,4144538,4/13/2025,60,7.5,Active
LOAN414191,CUST017084,Personal,223182,9/29/2025,24,12,Active
LOAN414192,CUST002167,Home,914465,12/11/2025,60,7.5,Active
LOAN414193,CUST018142,Car,706213,5/7/2025,36,9.5,Active
LOAN414194,CUST008211,Home,1845806,8/27/2025,60,7.5,Active
LOAN414195,CUST045980,Home,589722,12/6/2025,60,7.5,Active
LOAN414196,CUST044351,Home,1600455,4/24/2025,60,7.5,Active
LOAN414197,CUST011926,Car,844043,2/4/2025,36,9.5,Active
LOAN414198,CUST036926,Home,2048543,8/27/2025,60,7.5,Active
LOAN414199,CUST033627,Home,2440464,5/24/2025,60,7.5,Active
LOAN414200,CUST034362,Home,744646,5/23/2025,60,7.5,Active
LOAN414201,CUST045907,Personal,449546,7/25/2025,24,12,Active
LOAN414202,CUST025505,Car,1172456,9/21/2025,36,9.5,Closed
LOAN414203,CUST011447,Personal,417875,1/18/2025,24,12,Active
LOAN414204,CUST016846,Car,741584,12/3/2025,36,9.5,Active
LOAN414205,CUST018727,Home,1891317,7/27/2025,60,7.5,Active
LOAN414206,CUST008364,Home,3080569,5/3/2025,60,7.5,Active
LOAN414207,CUST011140,Home,1626621,3/19/2025,60,7.5,Active
LOAN414208,CUST024406,Car,1418406,6/30/2025,36,9.5,Active
LOAN414209,CUST022376,Personal,150501,6/25/2025,24,12,Active
LOAN414210,CUST025143,Car,1483227,11/22/2025,36,9.5,Active
LOAN414211,CUST043675,Home,846237,8/30/2025,60,7.5,Active
LOAN414212,CUST001519,Car,626001,7/27/2025,36,9.5,Active
LOAN414213,CUST013644,Car,534068,7/23/2025,36,9.5,Active
LOAN414214,CUST030210,Car,674114,11/4/2025,36,9.5,Active
LOAN414215,CUST009787,Car,1103494,12/8/2025,36,9.5,Active
LOAN414216,CUST017376,Personal,198779,11/13/2025,24,12,Active
LOAN414217,CUST017030,Home,3661964,10/15/2025,60,7.5,Active
LOAN414218,CUST030499,Home,4618374,9/14/2025,60,7.5,Active
LOAN414219,CUST025082,Home,631532,2/18/2025,60,7.5,Active
LOAN414220,CUST015287,Car,943116,6/27/2025,36,9.5,Active
LOAN414221,CUST036954,Personal,213687,3/7/2025,24,12,Active
LOAN414222,CUST010612,Home,890282,7/22/2025,60,7.5,Active
LOAN414223,CUST042121,Car,467027,7/2/2025,36,9.5,Active
LOAN414224,CUST044339,Home,4454478,9/18/2025,60,7.5,Active
LOAN414225,CUST032161,Car,534343,11/10/2025,36,9.5,Active
LOAN414226,CUST009296,Home,3466092,3/29/2025,60,7.5,Active
LOAN414227,CUST015170,Home,831567,3/6/2025,60,7.5,Active
LOAN414228,CUST043668,Home,628331,7/31/2025,60,7.5,Active
LOAN414229,CUST019330,Home,1792902,8/3/2025,60,7.5,Closed
LOAN414230,CUST018062,Car,1417253,6/3/2025,36,9.5,Active
LOAN414231,CUST030689,Personal,434145,11/7/2025,24,12,Active
LOAN414232,CUST000938,Home,2352120,2/18/2025,60,7.5,Active
LOAN414233,CUST026063,Personal,446190,12/4/2025,24,12,Active
LOAN414234,CUST030981,Car,702043,9/16/2025,36,9.5,Active
LOAN414235,CUST018126,Car,612669,9/10/2025,36,9.5,Active
LOAN414236,CUST034391,Personal,386124,2/25/2025,24,12,Active
LOAN414237,CUST005670,Home,3928368,1/23/2025,60,7.5,Active
LOAN414238,CUST034493,Personal,300167,3/24/2025,24,12,Active
LOAN414239,CUST011051,Personal,210435,5/18/2025,24,12,Active
LOAN414240,CUST002170,Personal,254725,11/22/2025,24,12,Closed
LOAN414241,CUST007469,Home,2190961,1/29/2025,60,7.5,Active
LOAN414242,CUST037466,Home,1055142,3/5/2025,60,7.5,Active
LOAN414243,CUST048274,Car,1018467,6/20/2025,36,9.5,Active
LOAN414244,CUST023557,Car,412697,11/23/2025,36,9.5,Active
LOAN414245,CUST016672,Car,1119292,6/10/2025,36,9.5,Active
LOAN414246,CUST004645,Car,895911,7/22/2025,36,9.5,Active
LOAN414247,CUST038232,Personal,56166,7/26/2025,24,12,Active
LOAN414248,CUST004190,Personal,203891,8/19/2025,24,12,Active
LOAN414249,CUST037361,Personal,192720,8/21/2025,24,12,Active
LOAN414250,CUST021171,Home,1688804,5/31/2025,60,7.5,Active
LOAN414251,CUST007632,Personal,196159,2/7/2025,24,12,Closed
LOAN414252,CUST041414,Personal,277871,5/19/2025,24,12,Active
LOAN414253,CUST040539,Car,814177,4/23/2025,36,9.5,Active
LOAN414254,CUST031890,Home,4200122,7/22/2025,60,7.5,Active
LOAN414255,CUST017087,Home,3748854,1/29/2025,60,7.5,Active
LOAN414256,CUST046453,Home,2312699,11/18/2025,60,7.5,Active
LOAN414257,CUST036791,Home,4330477,10/12/2025,60,7.5,Active
LOAN414258,CUST016806,Personal,127029,3/17/2025,24,12,Active
LOAN414259,CUST002352,Home,2983569,6/21/2025,60,7.5,Active
LOAN414260,CUST007318,Car,470235,2/13/2025,36,9.5,Active
LOAN414261,CUST009701,Personal,375969,11/13/2025,24,12,Active
LOAN414262,CUST033220,Home,1684824,9/21/2025,60,7.5,Active
LOAN414263,CUST039613,Car,1389040,9/6/2025,36,9.5,Closed
LOAN414264,CUST030015,Personal,273535,5/7/2025,24,12,Active
LOAN414265,CUST011846,Home,1606227,4/11/2025,60,7.5,Active
LOAN414266,CUST025858,Personal,185189,9/3/2025,24,12,Active
LOAN414267,CUST037277,Personal,491764,10/13/2025,24,12,Active
LOAN414268,CUST035959,Car,1298231,4/30/2025,36,9.5,Active
LOAN414269,CUST029925,Car,817116,6/16/2025,36,9.5,Active
LOAN414270,CUST028585,Home,3681959,5/10/2025,60,7.5,Active
LOAN414271,CUST024700,Home,3357661,6/29/2025,60,7.5,Active
LOAN414272,CUST010315,Home,4050448,9/29/2025,60,7.5,Closed
LOAN414273,CUST019380,Home,4479812,9/29/2025,60,7.5,Closed
LOAN414274,CUST005209,Home,4354362,3/16/2025,60,7.5,Active
